  cust  |  prod  | quant 
 Wally  | Dates  |   575
 Chae   | Eggs   |   447
 Chae   | Dates  |   671
 Wally  | Eggs   |   327
 Dan    | Apple  |   124
 Boo    | Cherry |   528
 Helen  | Fish   |   410
 Dan    | Eggs   |   492
 Dan    | Grapes |   475
 Wally  | Ice    |   151
 Emily  | Grapes |   493
 Claire | Cherry |   544
 Boo    | Ham    |   853
 Claire | Eggs   |   197
 Chae   | Grapes |   421
 Sam    | Grapes |   159
 Dan    | Eggs   |   810
 Emily  | Cherry |   928
 Chae   | Apple  |   964
 Chae   | Eggs   |    92
 Mia    | Cherry |   588
 Mia    | Cherry |    50
 Boo    | Jelly  |   890
 Dan    | Dates  |    73
 Chae   | Jelly  |   758
 Emily  | Dates  |   558
 Emily  | Ice    |   446
 Claire | Butter |   151
 Sam    | Apple  |   540
 Wally  | Cherry |   414
 Helen  | Apple  |   821
 Chae   | Fish   |   524
 Chae   | Fish   |   873
 Boo    | Dates  |   686
 Emily  | Ice    |   339
 Emily  | Eggs   |    30
 Boo    | Ham    |    91
 Emily  | Jelly  |   603
 Dan    | Dates  |   540
 Claire | Ham    |   375
 Helen  | Cherry |   256
 Emily  | Ham    |   943
 Helen  | Butter |   208
 Emily  | Fish   |   400
 Helen  | Jelly  |   804
 Dan    | Grapes |   290
 Claire | Eggs   |   554
 Wally  | Eggs   |   655
 Dan    | Butter |   281
 Claire | Butter |   546
 Mia    | Jelly  |   410
 Claire | Cherry |   394
 Chae   | Eggs   |   841
 Claire | Dates  |    35
 Wally  | Ham    |   406
 Dan    | Fish   |   648
 Dan    | Butter |   442
 Helen  | Fish   |    39
 Dan    | Fish   |   942
 Helen  | Apple  |   183
 Chae   | Grapes |   381
 Sam    | Jelly  |   953
 Helen  | Fish   |   486
 Dan    | Eggs   |   858
 Chae   | Cherry |   143
 Sam    | Jelly  |   551
 Helen  | Butter |   398
 Dan    | Dates  |   827
 Emily  | Cherry |   125
 Wally  | Jelly  |   877
 Helen  | Cherry |   316
 Dan    | Ice    |   809
 Emily  | Butter |   850
 Boo    | Jelly  |    71
 Helen  | Ham    |   400
 Boo    | Ice    |   551
 Wally  | Cherry |    46
 Helen  | Ice    |   227
 Claire | Ice    |   616
 Sam    | Butter |   266
 Claire | Jelly  |    97
 Emily  | Butter |   560
 Boo    | Ham    |   812
 Sam    | Dates  |   473
 Emily  | Ice    |   116
 Mia    | Butter |   947
 Claire | Dates  |   465
 Emily  | Grapes |   428
 Claire | Butter |   818
 Emily  | Cherry |   923
 Wally  | Grapes |   359
 Helen  | Eggs   |   674
 Mia    | Grapes |   294
 Boo    | Butter |   600
 Dan    | Dates  |   702
 Boo    | Ice    |   698
 Emily  | Butter |   336
 Claire | Jelly  |   487
 Emily  | Jelly  |   614
 Claire | Dates  |   369
 Mia    | Apple  |   633
 Sam    | Cherry |   854
 Wally  | Jelly  |   165
 Emily  | Ham    |   979
 Helen  | Ice    |   701
 Helen  | Grapes |   420
 Boo    | Butter |   833
 Claire | Jelly  |   329
 Dan    | Apple  |   217
 Dan    | Ham    |   231
 Helen  | Eggs   |   557
 Emily  | Butter |    93
 Chae   | Grapes |    38
 Mia    | Ice    |   632
 Claire | Jelly  |   343
 Helen  | Ice    |   369
 Emily  | Ice    |   898
 Dan    | Jelly  |   766
 Claire | Apple  |   190
 Claire | Apple  |   839
 Boo    | Apple  |   226
 Mia    | Apple  |   686
 Chae   | Fish   |   639
 Boo    | Ham    |   184
 Helen  | Fish   |   210
 Sam    | Butter |   845
 Mia    | Fish   |   752
 Helen  | Dates  |   113
 Helen  | Dates  |   134
 Claire | Eggs   |    71
 Wally  | Apple  |   759
 Helen  | Ham    |   165
 Helen  | Ham    |   915
 Dan    | Jelly  |   841
 Dan    | Butter |   655
 Wally  | Fish   |   646
 Wally  | Ham    |   307
 Dan    | Ham    |   644
 Boo    | Eggs   |   459
 Wally  | Eggs   |   580
 Mia    | Ham    |   983
 Chae   | Jelly  |   365
 Emily  | Dates  |   789
 Emily  | Eggs   |   350
 Chae   | Ham    |   547
 Sam    | Dates  |   679
 Boo    | Cherry |    81
 Dan    | Ice    |   308
 Chae   | Fish   |   387
 Claire | Ham    |   548
 Claire | Ham    |   472
 Mia    | Jelly  |   497
 Helen  | Jelly  |   429
 Emily  | Apple  |   219
 Dan    | Grapes |   445
 Claire | Ice    |   437
 Mia    | Ice    |   936
 Mia    | Jelly  |   601
 Sam    | Grapes |    29
 Dan    | Dates  |    53
 Boo    | Ice    |   532
 Wally  | Ham    |   860
 Dan    | Eggs   |   753
 Helen  | Apple  |   358
 Helen  | Eggs   |   746
 Emily  | Ice    |   111
 Mia    | Butter |   501
 Helen  | Jelly  |   420
 Claire | Ham    |   249
 Mia    | Grapes |   501
 Helen  | Fish   |   158
 Helen  | Butter |   732
 Dan    | Butter |    89
 Boo    | Ham    |   731
 Claire | Ice    |   860
 Boo    | Jelly  |   665
 Helen  | Fish   |   541
 Claire | Dates  |   249
 Dan    | Fish   |   596
 Boo    | Butter |   398
 Sam    | Apple  |     5
 Emily  | Apple  |   407
 Boo    | Dates  |    59
 Dan    | Butter |   982
 Chae   | Fish   |   643
 Mia    | Apple  |   215
 Emily  | Fish   |   229
 Boo    | Jelly  |   495
 Boo    | Dates  |   794
 Mia    | Ice    |   128
 Dan    | Eggs   |   643
 Emily  | Apple  |   871
 Mia    | Ham    |   247
 Dan    | Eggs   |   852
 Mia    | Eggs   |   401
 Claire | Ham    |   982
 Mia    | Cherry |   869
 Boo    | Jelly  |   531
 Mia    | Eggs   |   213
 Chae   | Ham    |   617
 Boo    | Grapes |   435
 Dan    | Butter |   962
 Sam    | Eggs   |   887
 Claire | Ice    |   688
 Claire | Eggs   |   578
 Boo    | Grapes |    41
 Emily  | Jelly  |   664
 Wally  | Butter |   301
 Claire | Dates  |   275
 Sam    | Cherry |   803
 Emily  | Apple  |   484
 Boo    | Jelly  |   213
 Mia    | Grapes |   156
 Chae   | Jelly  |   997
 Boo    | Dates  |   378
 Claire | Jelly  |   198
 Chae   | Ice    |   172
 Wally  | Fish   |   405
 Wally  | Apple  |   592
 Emily  | Cherry |   604
 Dan    | Ham    |   501
 Claire | Butter |   980
 Emily  | Fish   |   929
 Boo    | Apple  |   657
 Sam    | Eggs   |   499
 Sam    | Apple  |   312
 Mia    | Fish   |   157
 Mia    | Fish   |   306
 Sam    | Butter |   441
 Dan    | Butter |   916
 Wally  | Apple  |   830
 Wally  | Dates  |   891
 Boo    | Jelly  |   628
 Wally  | Apple  |   863
 Claire | Fish   |   415
 Dan    | Ice    |   428
 Claire | Ham    |   846
 Boo    | Grapes |   426
 Wally  | Fish   |    89
 Boo    | Eggs   |   451
 Mia    | Apple  |   345
 Emily  | Jelly  |   712
 Dan    | Fish   |   972
 Chae   | Cherry |   950
 Wally  | Apple  |   815
 Dan    | Butter |   331
 Dan    | Jelly  |   372
 Chae   | Butter |   366
 Claire | Grapes |   544
 Chae   | Eggs   |   788
 Emily  | Cherry |   626
 Claire | Jelly  |   580
 Wally  | Ice    |   253
 Dan    | Grapes |   410
 Dan    | Butter |   502
 Helen  | Cherry |   432
 Boo    | Jelly  |   411
 Helen  | Cherry |   200
 Chae   | Cherry |   116
 Wally  | Ham    |   408
 Emily  | Butter |   368
 Boo    | Fish   |   643
 Boo    | Jelly  |   964
 Dan    | Ham    |    14
 Chae   | Ice    |   521
 Sam    | Ice    |   740
 Mia    | Grapes |   218
 Wally  | Cherry |   719
 Wally  | Dates  |   553
 Sam    | Jelly  |   362
 Dan    | Cherry |   428
 Sam    | Ham    |   924
 Chae   | Ham    |   848
 Mia    | Eggs   |   175
 Wally  | Ham    |   130
 Wally  | Eggs   |    65
 Sam    | Ice    |   382
 Helen  | Jelly  |   665
 Boo    | Cherry |   648
 Dan    | Ham    |   876
 Helen  | Grapes |   110
 Emily  | Fish   |   169
 Emily  | Apple  |   648
 Chae   | Cherry |   605
 Boo    | Ham    |   268
 Emily  | Apple  |   417
 Mia    | Apple  |    91
 Wally  | Dates  |   615
 Boo    | Eggs   |    48
 Emily  | Cherry |   627
 Chae   | Fish   |   224
 Emily  | Fish   |   162
 Dan    | Apple  |   502
 Mia    | Eggs   |    66
 Boo    | Butter |    27
 Boo    | Dates  |   186
 Wally  | Cherry |   805
 Wally  | Apple  |   860
 Helen  | Ice    |   354
 Emily  | Fish   |   611
 Sam    | Fish   |   871
 Sam    | Ice    |   900
 Emily  | Apple  |   950
 Chae   | Eggs   |   731
 Sam    | Eggs   |    21
 Mia    | Eggs   |   539
 Helen  | Dates  |   792
 Wally  | Ice    |   307
 Mia    | Butter |   480
 Boo    | Ham    |     8
 Mia    | Dates  |   434
 Dan    | Dates  |   817
 Sam    | Fish   |   485
 Boo    | Butter |   486
 Sam    | Butter |   108
 Chae   | Fish   |    17
 Helen  | Apple  |   786
 Boo    | Dates  |    95
 Chae   | Eggs   |   516
 Helen  | Ham    |   323
 Mia    | Dates  |   117
 Emily  | Jelly  |   359
 Helen  | Eggs   |    95
 Helen  | Grapes |   726
 Dan    | Butter |   136
 Chae   | Butter |   589
 Wally  | Grapes |   417
 Sam    | Cherry |   386
 Helen  | Butter |   806
 Helen  | Ice    |   126
 Dan    | Dates  |   317
 Chae   | Ham    |    93
 Mia    | Cherry |   925
 Claire | Jelly  |    22
 Chae   | Fish   |   379
 Chae   | Dates  |   695
 Chae   | Grapes |   270
 Mia    | Ice    |   498
 Boo    | Butter |    32
 Emily  | Ice    |   680
 Boo    | Apple  |   972
 Sam    | Grapes |   569
 Wally  | Ice    |   835
 Boo    | Apple  |   224
 Emily  | Jelly  |   266
 Wally  | Eggs   |   286
 Emily  | Ham    |   771
 Wally  | Dates  |   964
 Helen  | Fish   |   892
 Wally  | Dates  |   504
 Chae   | Fish   |   312
 Chae   | Dates  |   492
 Sam    | Jelly  |   119
 Mia    | Apple  |   646
 Helen  | Cherry |   671
 Mia    | Eggs   |   760
 Mia    | Apple  |   150
 Boo    | Butter |   131
 Sam    | Cherry |   941
 Chae   | Dates  |   120
 Wally  | Cherry |   878
 Boo    | Ham    |   652
 Emily  | Grapes |    46
 Dan    | Dates  |    91
 Helen  | Grapes |   954
 Chae   | Ham    |    43
 Dan    | Dates  |   795
 Helen  | Dates  |   618
 Dan    | Apple  |   258
 Dan    | Fish   |   559
 Claire | Cherry |   591
 Helen  | Cherry |   921
 Emily  | Cherry |    48
 Sam    | Dates  |   930
 Mia    | Butter |   352
 Emily  | Butter |   974
 Claire | Fish   |   893
 Mia    | Dates  |   219
 Chae   | Apple  |   913
 Dan    | Fish   |   877
 Claire | Jelly  |   488
 Dan    | Dates  |   689
 Emily  | Grapes |   296
 Dan    | Eggs   |   123
 Helen  | Eggs   |   301
 Mia    | Eggs   |   743
 Helen  | Butter |   120
 Sam    | Cherry |   778
 Sam    | Dates  |   508
 Mia    | Dates  |   988
 Mia    | Cherry |   917
 Boo    | Apple  |   811
 Sam    | Ham    |   233
 Chae   | Dates  |   134
 Claire | Eggs   |   195
 Dan    | Fish   |   987
 Helen  | Jelly  |   281
 Claire | Butter |   239
 Dan    | Grapes |   680
 Mia    | Jelly  |   762
 Helen  | Dates  |   250
 Emily  | Ice    |   727
 Claire | Apple  |   435
 Wally  | Cherry |   978
 Claire | Dates  |   159
 Emily  | Ham    |   449
 Claire | Butter |    96
 Dan    | Cherry |   170
 Wally  | Butter |   175
 Wally  | Ham    |   506
 Chae   | Butter |   286
 Emily  | Eggs   |    19
 Chae   | Fish   |   967
 Boo    | Ice    |    96
 Sam    | Cherry |   919
 Dan    | Jelly  |   900
 Emily  | Dates  |   850
 Claire | Dates  |   577
 Sam    | Ice    |   605
 Dan    | Dates  |   174
 Wally  | Ice    |   570
 Emily  | Jelly  |   126
 Boo    | Ice    |   860
 Chae   | Ice    |   439
 Boo    | Butter |   829
 Boo    | Ham    |   932
 Sam    | Jelly  |   970
 Claire | Ice    |    33
 Mia    | Jelly  |   804
 Helen  | Jelly  |    83
 Dan    | Dates  |   405
 Emily  | Dates  |   731
 Boo    | Cherry |   137
 Wally  | Ice    |   419
 Wally  | Grapes |   897
 Emily  | Ice    |    31
 Mia    | Dates  |   648
 Wally  | Apple  |   522
 Emily  | Jelly  |   439
 Boo    | Jelly  |   540
 Claire | Jelly  |   233
 Mia    | Ham    |   496
 Boo    | Grapes |   630
 Dan    | Ham    |   227
 Dan    | Butter |   313
 Sam    | Grapes |   223
 Dan    | Apple  |   739
 Chae   | Ham    |   977
 Boo    | Jelly  |   587
 Helen  | Eggs   |   524
 Claire | Grapes |   956
 Dan    | Ice    |    29
 Chae   | Dates  |    21
 Helen  | Eggs   |   979
 Mia    | Apple  |   112
 Claire | Grapes |   397
 Dan    | Fish   |   778
 Mia    | Ice    |   620
 Mia    | Apple  |   692
 Claire | Eggs   |   573
 Emily  | Butter |   164
 Sam    | Grapes |   208
 Emily  | Butter |   116
 Helen  | Ham    |   911
 Helen  | Butter |   619
 Wally  | Grapes |   181
 Boo    | Fish   |   572
 Wally  | Cherry |   661
 Emily  | Apple  |   508
 Claire | Fish   |   584
 Chae   | Fish   |   836
 Dan    | Fish   |   137
 Sam    | Butter |   972
 Emily  | Apple  |   476
 Helen  | Cherry |   367
 Emily  | Jelly  |   845
 Claire | Ice    |   786
 Chae   | Dates  |   414
 Boo    | Ice    |   346
 Chae   | Fish   |    93
 Sam    | Fish   |    85
 Emily  | Ham    |   308
 Dan    | Apple  |   843
 Claire | Jelly  |   775
 Boo    | Ham    |   496
 Helen  | Eggs   |   710
 Emily  | Grapes |   746
 Sam    | Cherry |   224
 Emily  | Apple  |   182
 Claire | Eggs   |   885
 Emily  | Ham    |   103
 Emily  | Ice    |   509
 Helen  | Ham    |   936
 Boo    | Jelly  |    53
 Mia    | Fish   |   311
 Claire | Fish   |   990
 Dan    | Grapes |   429
 Dan    | Butter |   293
 Sam    | Ham    |   805
 Wally  | Apple  |   130
 Wally  | Fish   |    98
 Boo    | Jelly  |   631
 Dan    | Grapes |   282
 Boo    | Jelly  |   864
 Emily  | Cherry |   730
 Boo    | Ice    |   855
 Helen  | Dates  |   730
 Helen  | Dates  |   120
 Helen  | Grapes |   698
 Chae   | Eggs   |    14
 Boo    | Butter |   754
 Wally  | Jelly  |   686
 Wally  | Dates  |   110
 Helen  | Butter |   933
 Mia    | Jelly  |   758
 Mia    | Cherry |   357
 Chae   | Butter |   538
 Sam    | Fish   |   528
 Mia    | Apple  |   546
 Chae   | Butter |   525
 Sam    | Butter |   868
 Sam    | Apple  |   611
 Emily  | Dates  |   475
 Boo    | Jelly  |   613
 Mia    | Eggs   |   173
 Wally  | Cherry |   503
 Chae   | Jelly  |   641
 Emily  | Ham    |   427
 Chae   | Apple  |   658
 Chae   | Ham    |   946
 Chae   | Apple  |   497
 Chae   | Fish   |   100
 Mia    | Ice    |    72
 Dan    | Apple  |    44
 Helen  | Ham    |   739
 Chae   | Butter |   285
 Sam    | Fish   |   120
 Mia    | Jelly  |   111
 Emily  | Butter |   392
 Sam    | Eggs   |   254
 Chae   | Ham    |   256
 Helen  | Ice    |   841
 Emily  | Cherry |   325
 Boo    | Jelly  |   466
 Claire | Grapes |   380
 Claire | Eggs   |    86
 Sam    | Dates  |   625
 Claire | Jelly  |   339
 Wally  | Grapes |   373
 Chae   | Fish   |   659
 Chae   | Butter |   856
 Helen  | Jelly  |   831
 Sam    | Fish   |   254
 Dan    | Butter |   774
 Claire | Ham    |   611
 Claire | Ice    |   321
 Sam    | Grapes |   995
 Chae   | Ice    |   932
 Boo    | Eggs   |   741
 Boo    | Jelly  |   597
 Sam    | Dates  |    38
 Dan    | Eggs   |   588
 Chae   | Apple  |   533
 Mia    | Fish   |   901
 Emily  | Ice    |    81
 Mia    | Grapes |   834
 Emily  | Apple  |   331
 Emily  | Dates  |   897
 Wally  | Eggs   |   894
 Emily  | Ice    |   307
 Dan    | Jelly  |   753
 Wally  | Eggs   |   558
 Mia    | Butter |   579
 Boo    | Jelly  |   104
 Wally  | Fish   |   461
 Mia    | Cherry |   763
 Sam    | Grapes |   142
 Sam    | Eggs   |   870
 Sam    | Cherry |   358
 Mia    | Apple  |   795
 Sam    | Dates  |   735
 Dan    | Grapes |   109
 Sam    | Ice    |   713
 Chae   | Dates  |   930
 Chae   | Fish   |   234
 Chae   | Grapes |     5
 Mia    | Grapes |   333
 Boo    | Ham    |   822
 Sam    | Ham    |   382
 Dan    | Dates  |   901
 Boo    | Grapes |   784
 Boo    | Ham    |   999
 Sam    | Jelly  |   499
 Chae   | Butter |   522
 Mia    | Butter |   265
 Boo    | Jelly  |   922
 Claire | Cherry |   524
 Sam    | Jelly  |   399
 Sam    | Ice    |    87
 Wally  | Fish   |   967
 Wally  | Cherry |   652
 Mia    | Apple  |   412
 Sam    | Apple  |   669
 Mia    | Cherry |   571
 Dan    | Ice    |   454
 Wally  | Ham    |    68
 Wally  | Eggs   |    90
 Wally  | Butter |   320
 Dan    | Dates  |   543
 Sam    | Cherry |   427
 Helen  | Ham    |   523
 Chae   | Ham    |   982
 Sam    | Grapes |   444
 Wally  | Ham    |   279
 Helen  | Butter |   668
 Emily  | Apple  |   377
 Wally  | Butter |   509
 Mia    | Butter |   181
 Chae   | Fish   |   327
 Emily  | Apple  |   992
 Dan    | Eggs   |   692
 Mia    | Ice    |   974
 Dan    | Dates  |   487
 Chae   | Eggs   |   940
 Dan    | Butter |   931
 Wally  | Cherry |   806
 Helen  | Ice    |   815
 Chae   | Dates  |   987
 Mia    | Eggs   |   767
 Sam    | Dates  |   328
 Wally  | Eggs   |   759
 Helen  | Apple  |   294
 Chae   | Ice    |   430
 Helen  | Dates  |   749
 Helen  | Jelly  |   671
 Dan    | Cherry |   658
 Helen  | Eggs   |   294
 Dan    | Grapes |   261
 Dan    | Ice    |   746
 Helen  | Ham    |   720
 Wally  | Ham    |   627
 Chae   | Dates  |   792
 Wally  | Cherry |   859
 Claire | Dates  |   643
 Dan    | Jelly  |   781
 Boo    | Eggs   |   682
 Boo    | Ice    |    98
 Wally  | Jelly  |  1000
 Chae   | Apple  |   120
 Mia    | Eggs   |   300
 Chae   | Eggs   |   971
 Wally  | Cherry |   442
 Sam    | Grapes |   631
 Chae   | Dates  |   616
 Emily  | Apple  |   105
 Dan    | Ice    |   149
 Wally  | Eggs   |   137
 Emily  | Apple  |   119
 Wally  | Eggs   |   318
 Mia    | Jelly  |   504
 Dan    | Butter |   756
 Boo    | Apple  |   796
 Boo    | Fish   |   661
 Helen  | Jelly  |   616
 Boo    | Dates  |   353
 Dan    | Ice    |   788
 Emily  | Ham    |   106
 Dan    | Butter |   480
 Dan    | Fish   |   553
 Wally  | Apple  |   526
 Dan    | Eggs   |   182
 Emily  | Butter |    27
 Dan    | Butter |    27
 Mia    | Dates  |   206
 Helen  | Cherry |   103
 Emily  | Eggs   |   207
 Dan    | Dates  |   465
 Sam    | Ice    |   266
 Emily  | Fish   |   123
 Claire | Dates  |   350
 Emily  | Ice    |   915
 Helen  | Apple  |   851
 Dan    | Butter |   603
 Claire | Eggs   |   600
 Chae   | Butter |    99
 Dan    | Apple  |   872
 Wally  | Apple  |    44
 Wally  | Jelly  |   902
 Sam    | Ham    |   431
 Dan    | Ham    |   306
 Boo    | Eggs   |   566
 Mia    | Butter |   401
 Sam    | Apple  |   461
 Emily  | Ice    |   420
 Sam    | Cherry |   453
 Chae   | Eggs   |   591
 Mia    | Cherry |   723
 Chae   | Cherry |   189
 Claire | Dates  |   567
 Chae   | Fish   |   689
 Chae   | Jelly  |   331
 Claire | Ham    |    89
 Dan    | Fish   |   947
 Dan    | Jelly  |   919
 Mia    | Dates  |   536
 Helen  | Cherry |   551
 Claire | Eggs   |   597
 Helen  | Grapes |   397
 Wally  | Butter |   171
 Mia    | Apple  |   431
 Helen  | Ham    |    20
 Mia    | Eggs   |   321
 Wally  | Ham    |   994
 Claire | Grapes |   614
 Chae   | Ham    |   787
 Wally  | Apple  |   629
 Helen  | Grapes |   435
 Mia    | Dates  |   160
 Claire | Eggs   |   419
 Dan    | Butter |   755
 Wally  | Fish   |   871
 Wally  | Dates  |   803
 Mia    | Fish   |    27
 Dan    | Apple  |   938
 Boo    | Apple  |   574
 Chae   | Grapes |   234
 Wally  | Cherry |   735
 Helen  | Dates  |   503
 Dan    | Butter |   216
 Chae   | Eggs   |   334
 Helen  | Fish   |   457
 Dan    | Apple  |   867
 Dan    | Apple  |   174
 Chae   | Eggs   |   165
 Claire | Eggs   |   599
 Chae   | Apple  |   250
 Boo    | Apple  |   459
 Dan    | Grapes |    20
 Chae   | Fish   |   270
 Helen  | Dates  |   661
 Boo    | Ham    |   952
 Sam    | Butter |    52
 Emily  | Dates  |   339
 Chae   | Dates  |   715
 Claire | Ice    |   396
 Helen  | Grapes |   522
 Sam    | Dates  |   329
 Emily  | Jelly  |   692
 Emily  | Apple  |   124
 Sam    | Dates  |   664
 Mia    | Grapes |    22
 Helen  | Jelly  |   850
 Boo    | Fish   |   356
 Boo    | Dates  |   330
 Sam    | Fish   |   897
 Dan    | Grapes |   731
 Claire | Apple  |   355
 Mia    | Apple  |   587
 Mia    | Apple  |   850
 Dan    | Ham    |   372
 Sam    | Cherry |   375
 Helen  | Eggs   |   515
 Helen  | Ham    |   439
 Wally  | Dates  |   139
 Helen  | Jelly  |   587
 Claire | Fish   |    86
 Boo    | Ham    |   761
 Helen  | Ice    |   698
 Emily  | Ham    |   761
 Helen  | Grapes |   650
 Dan    | Ham    |   120
 Sam    | Ham    |   299
 Chae   | Ice    |   219
 Helen  | Eggs   |   132
 Helen  | Eggs   |   445
 Boo    | Apple  |   191
 Claire | Apple  |   989
 Boo    | Eggs   |   258
 Sam    | Butter |   872
 Emily  | Fish   |   496
 Boo    | Grapes |   804
 Claire | Butter |   946
 Emily  | Grapes |   707
 Wally  | Eggs   |   562
 Mia    | Dates  |   308
 Boo    | Ice    |   635
 Boo    | Jelly  |   217
 Sam    | Butter |   759
 Chae   | Ice    |   367
 Sam    | Ham    |   618
 Emily  | Apple  |   333
 Mia    | Dates  |   287
 Wally  | Butter |   409
 Boo    | Cherry |   626
 Emily  | Ice    |   680
 Helen  | Grapes |   528
 Claire | Cherry |   843
 Claire | Apple  |   266
 Emily  | Ham    |   663
 Dan    | Eggs   |   396
